#{"t_start": 1698676261.2022698, "env_id": "CliffWalking-v0"}
r,l,t
-13.0,13,58.685314
-13.0,13,58.692661
-13.0,13,58.702647
-13.0,13,58.716556
-13.0,13,58.726311
-13.0,13,58.738151
-115.0,16,58.750572
-13.0,13,58.76564
-13.0,13,58.773938
-13.0,13,58.784721
-13.0,13,58.793724
-13.0,13,58.815009
-13.0,13,58.829456
-13.0,13,58.845038
-13.0,13,58.859086
-13.0,13,58.876956
-13.0,13,58.886713
-13.0,13,58.897897
-13.0,13,58.907709
-13.0,13,58.925849
-13.0,13,58.935827
-13.0,13,58.946375
-13.0,13,58.954918
-13.0,13,58.970466
-13.0,13,58.98039
-13.0,13,58.994711
-13.0,13,59.005452
-13.0,13,59.02161
-13.0,13,59.031104
-13.0,13,59.043347
-13.0,13,59.051136
-13.0,13,59.063802
-13.0,13,59.072468
-13.0,13,59.085365
-15.0,15,59.095004
-13.0,13,59.113169
-13.0,13,59.121776
-13.0,13,59.130781
-13.0,13,59.139705
-13.0,13,59.155619
-13.0,13,59.16485
-13.0,13,59.174941
-13.0,13,59.184504
-15.0,15,59.202566
-13.0,13,59.210705
-15.0,15,59.221308
-13.0,13,59.231456
-13.0,13,59.249073
-13.0,13,59.260962
-13.0,13,59.270475
-13.0,13,59.279625
-13.0,13,59.298087
-13.0,13,59.306658
-13.0,13,59.31627
-13.0,13,59.324798
-13.0,13,59.342353
-115.0,16,59.354867
-13.0,13,59.365889
-13.0,13,59.375884
-13.0,13,59.39042
-13.0,13,59.401377
-13.0,13,59.409377
-13.0,13,59.417902
-13.0,13,59.432669
-13.0,13,59.446833
-13.0,13,59.458908
-13.0,13,59.468845
-13.0,13,59.485935
-13.0,13,59.497449
-13.0,13,59.506802
-116.0,17,59.51958
-13.0,13,59.535565
-13.0,13,59.547932
-13.0,13,59.558532
-13.0,13,59.569029
-13.0,13,59.585809
-13.0,13,59.597958
-13.0,13,59.606665
-13.0,13,59.617015
-13.0,13,59.630605
-13.0,13,59.64063
-13.0,13,59.649642
-13.0,13,59.660349
-13.0,13,59.674454
-13.0,13,59.686484
-13.0,13,59.696588
-13.0,13,59.707099
-13.0,13,59.724118
-13.0,13,59.738032
-13.0,13,59.749111
-13.0,13,59.757621
-13.0,13,59.771839
-13.0,13,59.783415
-13.0,13,59.794724
-13.0,13,59.805683
-13.0,13,59.824376
-13.0,13,59.835671
-13.0,13,59.845534
-13.0,13,59.85563
-13.0,13,59.870411
-13.0,13,59.883402
-13.0,13,59.895117
-13.0,13,59.904644
-13.0,13,59.920802
-13.0,13,59.931419
-13.0,13,59.940633
-13.0,13,59.951652
-13.0,13,59.966976
-13.0,13,59.978512
-17.0,17,59.993581
-17.0,17,60.006555
-17.0,17,60.023243
-13.0,13,60.034477
-13.0,13,60.041989
-13.0,13,60.051743
-13.0,13,60.067075
-13.0,13,60.076101
-13.0,13,60.085994
-13.0,13,60.095508
-13.0,13,60.1096
-13.0,13,60.120622
-13.0,13,60.130844
-13.0,13,60.138852
-13.0,13,60.157681
-13.0,13,60.169113
-13.0,13,60.177989
-13.0,13,60.189182
-13.0,13,60.203227
-13.0,13,60.21342
-13.0,13,60.225469
-13.0,13,60.23535
-13.0,13,60.250955
-13.0,13,60.260662
-13.0,13,60.2719
-13.0,13,60.282294
-13.0,13,60.298274
-13.0,13,60.309787
-13.0,13,60.318902
-13.0,13,60.329083
-13.0,13,60.342827
-13.0,13,60.352831
-13.0,13,60.362621
-13.0,13,60.371639
-14.0,14,60.387335
-13.0,13,60.399455
-13.0,13,60.411
-13.0,13,60.420728
-13.0,13,60.437192
-13.0,13,60.446708
-13.0,13,60.456222
-13.0,13,60.467035
-13.0,13,60.48492
-13.0,13,60.494181
-13.0,13,60.505013
-13.0,13,60.51506
-13.0,13,60.534902
-13.0,13,60.546628
-13.0,13,60.55387
-13.0,13,60.562376
-13.0,13,60.579119
-13.0,13,60.587919
-13.0,13,60.598086
-13.0,13,60.608361
-13.0,13,60.628564
-13.0,13,60.638154
-15.0,15,60.650528
-13.0,13,60.658905
-13.0,13,60.673796
-13.0,13,60.682544
-13.0,13,60.694843
-13.0,13,60.704382
-13.0,13,60.719703
-13.0,13,60.730661
-13.0,13,60.742835
-13.0,13,60.753111
-13.0,13,60.768169
-17.0,17,60.77888
-17.0,17,60.79392
-17.0,17,60.808962
-13.0,13,60.824051
-13.0,13,60.833769
-13.0,13,60.846287
-13.0,13,60.854807
-13.0,13,60.873343
-13.0,13,60.884103
-13.0,13,60.896098
-13.0,13,60.90685
-13.0,13,60.919364
-13.0,13,60.929553
-13.0,13,60.940464
-13.0,13,60.950714
-13.0,13,60.967074
-13.0,13,60.976847
-13.0,13,60.988839
-13.0,13,60.996358
-13.0,13,61.010434
-13.0,13,61.018773
-13.0,13,61.028798
-13.0,13,61.039682
-13.0,13,61.052423
-13.0,13,61.061042
-13.0,13,61.073083
-13.0,13,61.082598
-13.0,13,61.099756
-13.0,13,61.110527
-13.0,13,61.122112
-13.0,13,61.129663
-13.0,13,61.144749
-13.0,13,61.153756
-13.0,13,61.164838
-13.0,13,61.175404
-13.0,13,61.189549
-13.0,13,61.199835
-13.0,13,61.210889
-13.0,13,61.221772
-13.0,13,61.2372
-13.0,13,61.246123
-13.0,13,61.257654
-13.0,13,61.267688
-13.0,13,61.283062
-13.0,13,61.292593
-13.0,13,61.304734
-13.0,13,61.31279
-13.0,13,61.325988
-13.0,13,61.337551
-15.0,15,61.350401
-13.0,13,61.360486
-13.0,13,61.375783
-13.0,13,61.383294
-13.0,13,61.39484
-13.0,13,61.404824
-13.0,13,61.421378
-13.0,13,61.428944
-13.0,13,61.437058
-13.0,13,61.448009
-13.0,13,61.465734
-13.0,13,61.474881
-13.0,13,61.485427
-13.0,13,61.495758
-13.0,13,61.511589
-13.0,13,61.520714
-13.0,13,61.530812
-13.0,13,61.540268
-13.0,13,61.55565
-13.0,13,61.56478
-13.0,13,61.574192
-13.0,13,61.583902
-13.0,13,61.601521
-13.0,13,61.6116
-13.0,13,61.623995
-13.0,13,61.636229
-13.0,13,61.656375
-13.0,13,61.667337
-13.0,13,61.676057
-13.0,13,61.685983
-13.0,13,61.70486
-13.0,13,61.714375
-13.0,13,61.722883
-13.0,13,61.733669
-13.0,13,61.75054
-13.0,13,61.759847
-13.0,13,61.766861
-15.0,15,61.77826
-13.0,13,61.793382
-13.0,13,61.803977
-13.0,13,61.816195
-13.0,13,61.826153
-15.0,15,61.844557
-13.0,13,61.85491
-13.0,13,61.864651
-13.0,13,61.874799
-13.0,13,61.894989
-13.0,13,61.903492
-13.0,13,61.91321
-13.0,13,61.924109
-13.0,13,61.941784
-13.0,13,61.953312
-13.0,13,61.96557
-13.0,13,61.973809
-13.0,13,61.99046
-13.0,13,61.998411
-13.0,13,62.007519
-13.0,13,62.018251
-13.0,13,62.033918
-13.0,13,62.04425
-13.0,13,62.057164
-13.0,13,62.067937
-13.0,13,62.086353
-13.0,13,62.096871
-13.0,13,62.106873
-13.0,13,62.116735
-13.0,13,62.132993
-13.0,13,62.141518
-13.0,13,62.150514
-13.0,13,62.160991
-13.0,13,62.177108
-13.0,13,62.188713
-13.0,13,62.199238
-13.0,13,62.208765
-13.0,13,62.226564
-13.0,13,62.239289
-13.0,13,62.250754
-13.0,13,62.261688
-13.0,13,62.27949
-13.0,13,62.289694
-13.0,13,62.30071
-13.0,13,62.308394
-13.0,13,62.3234
-13.0,13,62.333579
-13.0,13,62.341071
-13.0,13,62.350796
-13.0,13,62.367588
-13.0,13,62.377743
-13.0,13,62.387388
-13.0,13,62.398243
-13.0,13,62.415759
-13.0,13,62.426968
-13.0,13,62.435506
-13.0,13,62.446439
-13.0,13,62.464464
-13.0,13,62.473978
-13.0,13,62.482489
-13.0,13,62.492644
-13.0,13,62.511077
-13.0,13,62.521987
-13.0,13,62.532422
-13.0,13,62.542935
-13.0,13,62.558714
-13.0,13,62.568582
-13.0,13,62.578899
-13.0,13,62.588536
-13.0,13,62.605257
-13.0,13,62.613192
-13.0,13,62.621742
-13.0,13,62.634094
-13.0,13,62.652075
-15.0,15,62.66245
-13.0,13,62.671651
-13.0,13,62.681109
-13.0,13,62.698938
-13.0,13,62.711035
-13.0,13,62.720798
-13.0,13,62.729472
-13.0,13,62.746293
-13.0,13,62.75973
-13.0,13,62.772773
-13.0,13,62.783013
-13.0,13,62.798885
-13.0,13,62.808254
-13.0,13,62.820887
-13.0,13,62.829833
-13.0,13,62.843527
-13.0,13,62.853366
-13.0,13,62.865222
-13.0,13,62.876927
-13.0,13,62.891839
-13.0,13,62.898948
-13.0,13,62.909592
-13.0,13,62.918057
-13.0,13,62.93185
-13.0,13,62.943958
-13.0,13,62.955607
-13.0,13,62.965952
-13.0,13,62.978894
-13.0,13,62.989839
-13.0,13,63.004913
-13.0,13,63.01249
-13.0,13,63.028475
-13.0,13,63.035992
-13.0,13,63.047559
-13.0,13,63.058026
-13.0,13,63.070717
-13.0,13,63.079029
-13.0,13,63.090284
-13.0,13,63.099185
-13.0,13,63.114594
-13.0,13,63.126139
-13.0,13,63.138174
-13.0,13,63.148196
-13.0,13,63.162537
-13.0,13,63.171627
-13.0,13,63.180482
-13.0,13,63.189008
-13.0,13,63.20203
-13.0,13,63.21109
-13.0,13,63.222861
-13.0,13,63.233894
-13.0,13,63.248042
-13.0,13,63.256387
-13.0,13,63.269526
-13.0,13,63.278463
-13.0,13,63.291508
-13.0,13,63.299724
-13.0,13,63.310096
-13.0,13,63.318169
-13.0,13,63.332511
-13.0,13,63.341511
-13.0,13,63.354618
-13.0,13,63.363218
-13.0,13,63.378477
-13.0,13,63.38805
-13.0,13,63.400453
-13.0,13,63.408713
-13.0,13,63.423544
-13.0,13,63.43207
-13.0,13,63.444224
-13.0,13,63.454855
-13.0,13,63.468496
-13.0,13,63.479695
-13.0,13,63.49061
-13.0,13,63.501231
-13.0,13,63.516318
-13.0,13,63.524961
-13.0,13,63.53719
-13.0,13,63.545702
-13.0,13,63.561876
-13.0,13,63.58698
-13.0,13,63.601602
-13.0,13,63.61217
-13.0,13,63.626549
-13.0,13,63.637154
-13.0,13,63.64694
-13.0,13,63.657494
-13.0,13,63.67173
-13.0,13,63.679736
-13.0,13,63.693764
-13.0,13,63.704054
-13.0,13,63.719022
-13.0,13,63.731809
-13.0,13,63.745028
-13.0,13,63.753649
-39.0,39,63.792846
-13.0,13,63.800689
-13.0,13,63.809864
-13.0,13,63.819884
-49.0,49,63.865731
-13.0,13,63.875533
-13.0,13,63.884718
-13.0,13,63.893553
-13.0,13,63.910789
-13.0,13,63.91933
-59.0,59,63.967201
-13.0,13,63.976172
-13.0,13,63.988969
-13.0,13,63.998831
-13.0,13,64.011485
-13.0,13,64.0219
-13.0,13,64.038098
-13.0,13,64.046619
-13.0,13,64.060854
-13.0,13,64.071426
-121.0,22,64.090572
-13.0,13,64.103251
-13.0,13,64.112967
-13.0,13,64.122701
-13.0,13,64.136817
-13.0,13,64.145585
-13.0,13,64.1538
-13.0,13,64.161544
-13.0,13,64.179791
-13.0,13,64.193647
-13.0,13,64.203864
-15.0,15,64.215091
-13.0,13,64.230683
-13.0,13,64.24047
-13.0,13,64.249476
-13.0,13,64.259872
-13.0,13,64.272784
-13.0,13,64.283833
-13.0,13,64.293671
-13.0,13,64.305371
-13.0,13,64.320822
-13.0,13,64.332452
-13.0,13,64.342555
-13.0,13,64.358034
-13.0,13,64.374991
-13.0,13,64.387009
-13.0,13,64.395567
-13.0,13,64.409957
-13.0,13,64.423539
-13.0,13,64.434564
-13.0,13,64.445062
-13.0,13,64.456809
-13.0,13,64.470877
-13.0,13,64.478954
-13.0,13,64.487466
-13.0,13,64.496908
-13.0,13,64.514466
-13.0,13,64.525997
-13.0,13,64.536227
-13.0,13,64.546741
-13.0,13,64.563903
-13.0,13,64.574682
-13.0,13,64.583316
-13.0,13,64.594862
-13.0,13,64.608541
-13.0,13,64.616234
-13.0,13,64.624844
-13.0,13,64.636495
-13.0,13,64.654077
-13.0,13,64.661631
-14.0,14,64.672302
-13.0,13,64.681575
-13.0,13,64.699113
-13.0,13,64.710518
-13.0,13,64.722134
-13.0,13,64.732732
-13.0,13,64.747243
-13.0,13,64.757763
-13.0,13,64.770562
-13.0,13,64.777926
-13.0,13,64.792898
-13.0,13,64.80448
-13.0,13,64.818745
-13.0,13,64.828808
-13.0,13,64.843837
-13.0,13,64.852696
-13.0,13,64.864069
-13.0,13,64.872583
-13.0,13,64.888121
-13.0,13,64.897834
-13.0,13,64.910716
-13.0,13,64.920582
-13.0,13,64.934958
-13.0,13,64.943552
-13.0,13,64.954065
-13.0,13,64.96257
-13.0,13,64.975689
-13.0,13,64.984205
-13.0,13,64.997158
-13.0,13,65.006671
-13.0,13,65.021791
-13.0,13,65.03172
-15.0,15,65.044541
-13.0,13,65.055646
-13.0,13,65.071956
-13.0,13,65.081962
-13.0,13,65.090701
-13.0,13,65.098893
-13.0,13,65.115935
-13.0,13,65.128015
-13.0,13,65.136889
-13.0,13,65.147756
-13.0,13,65.163678
-13.0,13,65.171182
-13.0,13,65.17919
-13.0,13,65.189841
-13.0,13,65.205665
-13.0,13,65.213808
-13.0,13,65.222831
-13.0,13,65.231704
-116.0,17,65.250705
-15.0,15,65.261268
-13.0,13,65.272833
-13.0,13,65.281957
-13.0,13,65.296025
-13.0,13,65.305948
-13.0,13,65.318723
-13.0,13,65.327798
-13.0,13,65.343621
-13.0,13,65.35465
-13.0,13,65.36659
-13.0,13,65.376031
-13.0,13,65.389265
-13.0,13,65.400602
-13.0,13,65.411163
-13.0,13,65.419511
-13.0,13,65.435908
-13.0,13,65.446064
-13.0,13,65.45861
-13.0,13,65.469742
-13.0,13,65.485798
-13.0,13,65.493311
-13.0,13,65.503391
-13.0,13,65.512213
-13.0,13,65.529556
-13.0,13,65.540503
-13.0,13,65.550669
-13.0,13,65.558292
-13.0,13,65.574777
-13.0,13,65.582829
-13.0,13,65.596147
-13.0,13,65.605978
-13.0,13,65.621867
-13.0,13,65.630851
-15.0,15,65.644397
-13.0,13,65.65423
-118.0,19,65.673256
-13.0,13,65.681792
-13.0,13,65.69067
-15.0,15,65.701702
-13.0,13,65.720845
-13.0,13,65.7306
-13.0,13,65.740907
-13.0,13,65.751807
-13.0,13,65.768681
-13.0,13,65.778706
-13.0,13,65.787354
-13.0,13,65.798389
-13.0,13,65.815101
-13.0,13,65.824598
-13.0,13,65.836197
-13.0,13,65.846303
-13.0,13,65.862826
-13.0,13,65.873109
-13.0,13,65.885392
-13.0,13,65.896002
-13.0,13,65.915611
-13.0,13,65.925169
-13.0,13,65.93437
-13.0,13,65.944905
-15.0,15,65.961592
-13.0,13,65.969593
-13.0,13,65.980849
-13.0,13,65.993523
-13.0,13,66.008041
-13.0,13,66.019741
-13.0,13,66.033234
-13.0,13,66.043605
-13.0,13,66.05774
-13.0,13,66.069759
-13.0,13,66.080643
-13.0,13,66.091948
-13.0,13,66.108714
-13.0,13,66.117785
-13.0,13,66.126491
-13.0,13,66.137045
-13.0,13,66.152042
-13.0,13,66.162749
-13.0,13,66.171497
-13.0,13,66.183561
-13.0,13,66.196992
-13.0,13,66.205069
-13.0,13,66.215512
-13.0,13,66.224117
-13.0,13,66.240775
-115.0,16,66.255114
-13.0,13,66.264348
-17.0,17,66.278295
-13.0,13,66.292494
-13.0,13,66.301635
-13.0,13,66.312222
-13.0,13,66.325385
-13.0,13,66.340872
-13.0,13,66.350639
-13.0,13,66.358648
-13.0,13,66.369236
-13.0,13,66.386308
-13.0,13,66.396729
-13.0,13,66.406107
-13.0,13,66.419733
-17.0,17,66.438276
-13.0,13,66.450652
-113.0,14,66.463483
-13.0,13,66.473797
-13.0,13,66.487315
-13.0,13,66.497208
-13.0,13,66.508862
-13.0,13,66.517326
-14.0,14,66.530931
-13.0,13,66.544864
-13.0,13,66.555109
-13.0,13,66.565814
-13.0,13,66.580719
-13.0,13,66.591472
-13.0,13,66.601804
-13.0,13,66.610968
-13.0,13,66.626001
-13.0,13,66.637223
-13.0,13,66.648151
-13.0,13,66.659179
-13.0,13,66.675241
-13.0,13,66.687596
-13.0,13,66.698381
-13.0,13,66.710728
-13.0,13,66.729591
-13.0,13,66.744751
-13.0,13,66.756315
-119.0,20,66.774104
-13.0,13,66.78932
-13.0,13,66.801163
-13.0,13,66.812045
-13.0,13,66.822711
-13.0,13,66.836772
-13.0,13,66.847812
-13.0,13,66.859683
-13.0,13,66.871209
-13.0,13,66.889425
-13.0,13,66.902474
-13.0,13,66.917982
-13.0,13,66.928471
-13.0,13,66.946191
-17.0,17,66.95884
-13.0,13,66.970866
-13.0,13,66.979203
-13.0,13,66.99386
-13.0,13,67.005601
-13.0,13,67.019034
-13.0,13,67.029309
-13.0,13,67.043365
-13.0,13,67.054179
-13.0,13,67.06691
-13.0,13,67.075152
-13.0,13,67.088915
-13.0,13,67.098477
-13.0,13,67.113158
-13.0,13,67.126228
-13.0,13,67.142117
-13.0,13,67.151635
-13.0,13,67.163157
-13.0,13,67.172746
-15.0,15,67.189912
-13.0,13,67.200905
-13.0,13,67.211576
-13.0,13,67.221096
-13.0,13,67.238203
-13.0,13,67.25078
-13.0,13,67.26055
-13.0,13,67.269244
-13.0,13,67.287264
-13.0,13,67.297778
-122.0,23,67.319496
-13.0,13,67.328553
-13.0,13,67.345853
-13.0,13,67.355647
-13.0,13,67.368054
-13.0,13,67.380579
-13.0,13,67.397799
-13.0,13,67.407917
-13.0,13,67.419439
-13.0,13,67.429995
-13.0,13,67.445011
-13.0,13,67.455252
-13.0,13,67.466363
-13.0,13,67.47911
-13.0,13,67.495636
-13.0,13,67.50539
-13.0,13,67.516927
-13.0,13,67.52542
-13.0,13,67.541097
-13.0,13,67.550771
-13.0,13,67.565763
-13.0,13,67.576564
-14.0,14,67.593008
-13.0,13,67.604885
-13.0,13,67.616622
-13.0,13,67.625536
-13.0,13,67.640045
-13.0,13,67.651064
-13.0,13,67.661745
-13.0,13,67.671677
-13.0,13,67.687823
-13.0,13,67.698336
-13.0,13,67.70729
-13.0,13,67.717839
-13.0,13,67.732951
-13.0,13,67.745655
-13.0,13,67.755823
-13.0,13,67.766273
-13.0,13,67.784202
-13.0,13,67.795313
-13.0,13,67.805836
-13.0,13,67.816301
-13.0,13,67.832597
-13.0,13,67.845433
-13.0,13,67.854944
-13.0,13,67.862931
-13.0,13,67.878688
-13.0,13,67.888593
-13.0,13,67.89711
-13.0,13,67.90598
-13.0,13,67.92081
-13.0,13,67.930646
-13.0,13,67.939413
-13.0,13,67.951848
-13.0,13,67.969826
-13.0,13,67.985063
-13.0,13,67.99596
-13.0,13,68.010534
-13.0,13,68.026357
-13.0,13,68.042149
-13.0,13,68.05313
-13.0,13,68.064909
-13.0,13,68.085329
-13.0,13,68.100585
-13.0,13,68.114156
-13.0,13,68.130703
-13.0,13,68.149546
-13.0,13,68.17227
-13.0,13,68.196781
-13.0,13,68.212419
-13.0,13,68.23009
-13.0,13,68.241738
-13.0,13,68.252996
-13.0,13,68.265331
-13.0,13,68.280686
-13.0,13,68.292906
-13.0,13,68.303855
-13.0,13,68.312482
-13.0,13,68.3404
-13.0,13,68.354687
-13.0,13,68.366864
-13.0,13,68.377062
-13.0,13,68.390684
-13.0,13,68.40199
-13.0,13,68.41065
-13.0,13,68.420737
-13.0,13,68.438113
-13.0,13,68.450924
-13.0,13,68.461931
-13.0,13,68.475575
-13.0,13,68.489887
-13.0,13,68.501627
-13.0,13,68.512754
-13.0,13,68.523831
-13.0,13,68.540874
-13.0,13,68.55741
-13.0,13,68.56839
-13.0,13,68.579097
-13.0,13,68.594297
-13.0,13,68.607741
-13.0,13,68.617949
-13.0,13,68.627469
-13.0,13,68.643984
-13.0,13,68.658533
-13.0,13,68.67057
-145.0,145,68.768654
-13.0,13,68.785256
-13.0,13,68.797733
-13.0,13,68.809538
-13.0,13,68.822749
-13.0,13,68.836456
-13.0,13,68.848685
-13.0,13,68.859485
-13.0,13,68.869209
-13.0,13,68.885036
-13.0,13,68.898798
-13.0,13,68.911939
-13.0,13,68.92095
-13.0,13,68.936725
-13.0,13,68.950744
-13.0,13,68.962848
-13.0,13,68.973919
-13.0,13,68.989289
-13.0,13,69.003393
-13.0,13,69.0192
-13.0,13,69.032036
-13.0,13,69.05072
-13.0,13,69.066093
-13.0,13,69.07706
-13.0,13,69.089175
-13.0,13,69.106296
-13.0,13,69.121921
-13.0,13,69.135868
-13.0,13,69.147974
-13.0,13,69.165299
-13.0,13,69.177293
-13.0,13,69.188178
-13.0,13,69.199926
-13.0,13,69.217348
-13.0,13,69.231997
-13.0,13,69.24689
-1370.0,1370,70.292386
-13.0,13,70.310645
-13.0,13,70.324744
-13.0,13,70.335962
-13.0,13,70.34705
-13.0,13,70.366023
-13.0,13,70.37676
-13.0,13,70.388277
-13.0,13,70.40105
-13.0,13,70.419265
-13.0,13,70.431065
-13.0,13,70.446062
-13.0,13,70.458092
-13.0,13,70.475993
-13.0,13,70.487798
-13.0,13,70.499747
-13.0,13,70.512853
-13.0,13,70.529661
-13.0,13,70.541986
-13.0,13,70.555099
-13.0,13,70.569458
-13.0,13,70.589019
-13.0,13,70.599394
-13.0,13,70.610722
-13.0,13,70.622666
-13.0,13,70.642282
-13.0,13,70.661998
-13.0,13,70.684521
-13.0,13,70.69925
-13.0,13,70.721796
-13.0,13,70.733989
-13.0,13,70.745856
-13.0,13,70.756403
-13.0,13,70.775863
-13.0,13,70.787061
-13.0,13,70.799253
-13.0,13,70.813401
-13.0,13,70.83229
-13.0,13,70.842007
-13.0,13,70.853471
-13.0,13,70.864165
-13.0,13,70.880921
-13.0,13,70.891051
-13.0,13,70.900768
-13.0,13,70.911792
-120.0,21,70.935385
-13.0,13,70.946646
-13.0,13,70.957905
-13.0,13,70.970098
-13.0,13,70.988899
-13.0,13,71.000634
-13.0,13,71.011092
-13.0,13,71.022941
-13.0,13,71.042768
-13.0,13,71.054293
-13.0,13,71.065614
-13.0,13,71.075444
-13.0,13,71.09133
-13.0,13,71.099279
-13.0,13,71.109401
-13.0,13,71.118781
-13.0,13,71.136737
-13.0,13,71.149515
-13.0,13,71.161959
-13.0,13,71.173099
-13.0,13,71.189866
-13.0,13,71.199402
-13.0,13,71.208917
-13.0,13,71.218704
-542.0,542,71.656693
-13.0,13,71.665214
-13.0,13,71.673795
-13.0,13,71.685
-15.0,15,71.701713
-13.0,13,71.713281
-13.0,13,71.7239
-13.0,13,71.733399
-13.0,13,71.747125
-13.0,13,71.756639
-13.0,13,71.765036
-13.0,13,71.773295
-13.0,13,71.78625
-15.0,15,71.798317
-13.0,13,71.808838
-13.0,13,71.821663
-13.0,13,71.8384
-13.0,13,71.849382
-13.0,13,71.861129
-13.0,13,71.873981
-13.0,13,71.89065
-13.0,13,71.901259
-13.0,13,71.909403
-13.0,13,71.920772
-13.0,13,71.937937
-13.0,13,71.946894
-13.0,13,71.955808
-13.0,13,71.967597
-13.0,13,71.983277
-13.0,13,71.993034
-13.0,13,72.00383
-13.0,13,72.015367
-13.0,13,72.029304
-13.0,13,72.038708
-13.0,13,72.050705
-13.0,13,72.061061
-13.0,13,72.076104
-13.0,13,72.084868
-13.0,13,72.094648
-13.0,13,72.114369
-121.0,22,72.137589
-13.0,13,72.147793
-13.0,13,72.157247
-13.0,13,72.168575
-13.0,13,72.18553
-13.0,13,72.196977
-13.0,13,72.211024
-13.0,13,72.220797
-13.0,13,72.23866
-13.0,13,72.248194
-13.0,13,72.259708
-13.0,13,72.268494
-13.0,13,72.281887
-13.0,13,72.293012
-13.0,13,72.305229
-13.0,13,72.317823
-13.0,13,72.34084
-13.0,13,72.351778
-13.0,13,72.367096
-13.0,13,72.377893
-13.0,13,72.394589
-13.0,13,72.404745
-13.0,13,72.418547
-13.0,13,72.428862
-13.0,13,72.446728
-13.0,13,72.458227
-13.0,13,72.469737
-13.0,13,72.480866
-13.0,13,72.499628
-13.0,13,72.510076
-13.0,13,72.52196
-13.0,13,72.530797
-13.0,13,72.543883
-13.0,13,72.553497
-13.0,13,72.56791
-13.0,13,72.578962
-13.0,13,72.592993
-13.0,13,72.602998
-13.0,13,72.617466
-13.0,13,72.62586
-13.0,13,72.639881
-13.0,13,72.648917
-13.0,13,72.661935
-13.0,13,72.673345
-13.0,13,72.691952
-13.0,13,72.701863
-13.0,13,72.713689
-13.0,13,72.723852
-13.0,13,72.739348
-13.0,13,72.749061
-13.0,13,72.759583
-13.0,13,72.769098
-15.0,15,72.784222
-13.0,13,72.794224
-13.0,13,72.806467
-13.0,13,72.817264
-13.0,13,72.833273
-13.0,13,72.843835
-13.0,13,72.854461
-13.0,13,72.865141
-13.0,13,72.881996
-13.0,13,72.892087
-13.0,13,72.903331
-13.0,13,72.913753
-13.0,13,72.930892
-13.0,13,72.939192
-13.0,13,72.95112
-13.0,13,72.960984
-13.0,13,72.979534
-13.0,13,72.991968
-13.0,13,73.003975
-13.0,13,73.014489
-13.0,13,73.036943
-13.0,13,73.050801
-13.0,13,73.063463
-13.0,13,73.076984
-13.0,13,73.091627
-13.0,13,73.099991
-13.0,13,73.113321
-13.0,13,73.124353
-13.0,13,73.144422
-13.0,13,73.158075
-13.0,13,73.171752
-13.0,13,73.184051
-13.0,13,73.205913
-13.0,13,73.220119
-13.0,13,73.232172
-13.0,13,73.244771
-13.0,13,73.269272
-13.0,13,73.288596
-13.0,13,73.302087
-13.0,13,73.31403
-13.0,13,73.333585
-13.0,13,73.342779
-13.0,13,73.351296
-13.0,13,73.360767
-13.0,13,73.375655
-13.0,13,73.385849
-13.0,13,73.395973
-420.0,420,73.765179
-13.0,13,73.782909
-13.0,13,73.795288
-13.0,13,73.805922
-13.0,13,73.817211
-13.0,13,73.838394
-13.0,13,73.854168
-13.0,13,73.863624
-13.0,13,73.875816
-13.0,13,73.892398
-13.0,13,73.905476
-13.0,13,73.916448
-13.0,13,73.925865
-13.0,13,73.94184
-13.0,13,73.958606
-13.0,13,73.97033
-13.0,13,73.981823
-13.0,13,73.999146
-13.0,13,74.015023
-13.0,13,74.026319
-13.0,13,74.037949
-13.0,13,74.054812
-13.0,13,74.066381
-13.0,13,74.080035
-13.0,13,74.090919
-13.0,13,74.108004
-13.0,13,74.119374
-13.0,13,74.130063
-13.0,13,74.142397
-13.0,13,74.158526
-13.0,13,74.17112
-13.0,13,74.181143
-13.0,13,74.194443
-13.0,13,74.214596
-13.0,13,74.229994
-13.0,13,74.243323
-13.0,13,74.25518
-13.0,13,74.27336
-13.0,13,74.286426
-13.0,13,74.296655
-13.0,13,74.309832
-13.0,13,74.330961
-13.0,13,74.349277
-13.0,13,74.363051
-13.0,13,74.377872
-13.0,13,74.397514
-13.0,13,74.412097
-13.0,13,74.424072
-13.0,13,74.435899
-13.0,13,74.457317
-13.0,13,74.472101
-13.0,13,74.484351
-13.0,13,74.496421
-13.0,13,74.515627
-13.0,13,74.528867
-13.0,13,74.543337
-13.0,13,74.555855
-13.0,13,74.574428
-13.0,13,74.587207
-13.0,13,74.600992
-13.0,13,74.614305
-13.0,13,74.632673
-13.0,13,74.648484
-13.0,13,74.659037
-13.0,13,74.669889
-13.0,13,74.686923
-13.0,13,74.699936
-13.0,13,74.712073
-13.0,13,74.721177
-13.0,13,74.735608
-13.0,13,74.74965
-13.0,13,74.761039
-13.0,13,74.771077
-13.0,13,74.786029
-13.0,13,74.800038
-13.0,13,74.810743
-13.0,13,74.822309
-13.0,13,74.838584
-13.0,13,74.850971
-13.0,13,74.858977
-13.0,13,74.869445
-13.0,13,74.885475
-13.0,13,74.896237
-13.0,13,74.904956
-13.0,13,74.915123
-13.0,13,74.931245
-13.0,13,74.94312
-13.0,13,74.953148
-13.0,13,74.963269
-13.0,13,74.978729
-13.0,13,74.992404
-13.0,13,75.003375
-13.0,13,75.013967
